FECHA,is CreateSubscreiber and charge2bill,Wait Provision Process,archiveChildOrder,Complex Gateway,Modify Acct Info,syncGAP,Start Event,BachInvOutBound4Book,Is Migrationor notN,Order Decompose,Modify Subscription Inst,Judge need sync to cbs,Sync CBS ChangeSubOffering,create SM user,Waiting OSS Result,Is the customer archive,CM Changing Bill Cycles,Waiting SOM(OSS) Result,IS Sync to AA or not,CBS CreateSubs,Sync AA Changing Bill Cycle,Need Payment,Order Notification,PayRelation2CM,Judge ExtNodeCode PROVISIONING,AA ChangeSubIdentity,Reservation Confirmation,Need SynCBS55ApplyInstallment,sync Altamira Manage FN,SyncHurto,syncCBS55AddGrpMem,Judge Need Waiting Provision Callback,mth callback result,Sync Attach Offering to AA,Rollback Order Completion,Sync Create Cust Info To CBS,Sync Cust Info To Billing,Sync Primary Offering to AA,Sync info to AA2,_1,StockOut Confirmation,OSB MTH SYNC,Rollback Inv,sync CBS55ChangeSubInfo,Subscription Inst Archive,Customer Order Archive,Create Order,Sync Create Acct Info To CBS,Sync CBS ChangeOfferingProperty,RollbackInv,syncCBS55ChangeSubInfo,SubscriptionInstArchive,CustomerOrderArchive,CreateOrder,SyncCreateAcctInfoToCBS,isCreateSubscreiberandcharge2bill,WaitProvisionProcess,ComplexGateway,ModifyAcctInfo,StartEvent,IsMigrationornotN,OrderDecompose,ModifySubscriptionInst,Judgeneedsynctocbs,SyncCBSChangeSubOffering,createSMuser,WaitingOSSResult,Isthecustomerarchive,CMChangingBillCycles,WaitingSOM(OSS)Result,ISSynctoAAornot,SyncAAChangingBillCycle,NeedPayment,OrderNotification,JudgeExtNodeCodePROVISIONING,AAChangeSubIdentity,ReservationConfirmation,NeedSynCBS55ApplyInstallment,syncAltamiraManageFN,CBSCreateSubs,JudgeNeedWaitingProvisionCallback,mthcallbackresult,SyncAttachOfferingtoAA,SyncCreateCustInfoToCBS,SyncCustInfoToBilling,SyncPrimaryOfferingtoAA,RollbackOrderCompletion,StockOutConfirmation,OSBMTHSYNC,SyncCBS,SyncinfotoAA2,SyncInfotoAA1,PrintOrderInvoice,JudgeAutoCancelOrder,SyncBillMediumToCBS,CreateSMUser,SyncChangeCustInfoToCBS,CancelSlot,overtimeDeal,OrderCompletion,JudgeNeedSynsBilling,JudgeNeedSyncBilling,ModifyCustomerInfo,syncAltamiraRemoveSubscriberPartner,Sync2CBS,SyncCBSCharge2BillRollback,RollbackCustAcctInfo,JudgeInstallmentInfo,syncCBS55ChangeCustDFTAcct,SyncCBSCharge2Bill,IsMNP,syncCBS55DelGrpMem,NotifyOrderScenarioPFSybc,ArchiveInstanceData,IskeepproductornotN,JudgefmcOrder,RegisterDeviceWhiteLst,UpdateSubscriptionInfo,InventoryOperation,ArchiveInstance,SynsAA,OSSProvision,CreateDefaultRollbackFulfillOrder,ReCalculateTime,SyncChangeAcctInfoToCBS,BuildReceipt,archiveInstanceData,SyncPayRelByAcct,ArchivePayRelation,predeactivednextbillwait,ISNeedOSSWait,waitcreatsubs,RemoveRedList,ArchiveCustAcctInfo,UpdateWishExecDate
31-08-2020 0:20,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,0,4,1,0,27,1,83,2,3,3,5,15,1,14,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 0:25,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,0,4,1,0,27,1,83,2,3,3,5,15,1,14,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 0:30,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,0,4,1,0,27,1,83,2,3,3,5,15,1,14,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 0:35,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,0,4,1,0,29,1,83,2,3,3,5,15,1,12,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 0:40,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,125,4,1,191,27,1,83,2,3,3,5,15,1,14,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 0:45,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,157,4,1,250,27,1,83,2,3,3,5,15,1,14,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 0:50,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,29,1,83,2,3,3,5,15,1,12,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 0:55,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,250,29,1,83,2,3,3,5,15,1,12,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 1:00,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,250,29,1,83,2,3,3,5,15,1,12,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 1:05,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,27,1,83,2,3,3,5,15,1,14,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 1:10,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,27,1,83,2,3,3,5,15,1,14,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 1:15,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,251,27,1,83,2,3,3,5,15,1,14,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 1:20,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,250,27,1,83,2,3,3,5,15,1,14,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 1:25,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,250,27,1,83,2,3,3,5,15,1,14,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 1:30,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,250,28,1,83,2,3,3,5,15,1,13,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 1:35,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,3,26,5,6,6,6,1,1,66,2,158,4,1,250,30,1,83,2,3,3,5,15,1,13,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 1:40,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,250,36,1,83,2,3,3,5,15,1,13,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 1:45,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,250,37,1,83,2,3,3,5,15,1,13,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 1:50,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,37,1,83,2,3,3,5,15,1,13,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 1:55,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,38,1,83,2,3,3,5,15,1,12,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 2:00,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,37,1,83,2,3,3,5,15,1,13,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 2:05,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,248,37,1,83,2,3,3,5,15,1,13,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 2:10,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,248,37,1,83,2,3,3,5,15,1,13,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 2:15,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,248,37,1,83,2,3,3,5,15,1,13,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 2:20,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,250,38,1,83,2,3,3,5,15,1,12,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 2:25,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,250,38,1,83,2,3,3,5,15,1,12,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 2:30,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,36,1,83,2,3,3,5,15,1,14,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 2:35,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,38,1,83,2,3,3,5,15,1,12,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 2:40,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,38,1,83,2,3,3,5,15,1,12,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 2:45,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,38,1,83,2,3,3,5,15,1,12,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 2:50,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,36,1,83,2,3,3,5,15,1,14,2,2,3,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 2:55,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,36,1,83,2,3,3,5,15,1,14,2,2,4,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 3:00,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,36,1,83,2,3,3,5,15,1,14,2,2,4,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 3:05,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,250,37,1,83,2,3,3,5,15,1,13,2,2,4,1,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 3:10,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,37,1,83,2,3,3,5,15,1,13,2,2,4,2,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 3:15,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,26,5,6,6,6,1,1,66,2,158,4,1,249,38,1,83,2,3,3,5,15,1,12,2,2,4,2,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 3:20,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,27,5,6,6,6,1,1,66,2,158,4,1,249,38,1,83,2,3,3,5,15,1,12,2,2,4,2,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 3:25,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,27,5,6,6,6,1,1,66,2,158,4,1,249,38,1,83,2,3,3,5,15,1,12,2,2,4,2,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 3:30,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,27,5,6,6,6,1,1,66,2,158,4,1,249,38,1,83,2,3,3,5,15,1,12,2,2,4,2,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 3:35,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,27,5,6,6,6,1,1,66,2,158,4,1,250,37,1,83,2,3,3,5,15,1,13,2,2,4,2,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 3:40,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,27,5,6,6,6,1,1,66,2,158,4,1,250,37,1,83,2,3,3,5,15,1,13,2,2,4,2,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 3:45,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,27,5,6,6,6,1,1,66,2,158,4,1,250,37,1,83,2,3,3,5,15,1,13,2,2,4,2,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 3:50,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,27,5,6,6,6,1,1,66,2,158,4,1,250,38,1,83,2,3,3,5,15,1,12,2,2,4,2,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-08-2020 3:55,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,74,24,7,7,39,4,27,5,6,6,6,1,1,66,2,158,4,1,250,38,1,83,2,3,3,5,15,1,12,2,2,4,2,4,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
